,subred,title,text
178,todayilearned,"TIL the RMS Niagra was struck by mines off the coast of Auckland NZ carrying 590 gold ingots as payment from the UK to the USA during WWII. A secret rescue mission was carried out in '41 by an old steamship to retrieve the gold using a chamber, a radio and a grab. They retrieved 555 ingots of gold.",
179,todayilearned,"TIL that the brain displays a similar pattern of chaotic activity during meditation as it does during the psychedelic experience. The findings, published in the journal Neuroscience, indicate that meditation is associated with increased brain entropy",
180,todayilearned,"TIL about Khanzir, the only pig in Afghanistan",
181,todayilearned,"TIL that around Christmas of 1987, Ronald Gene Simmons murdered 16 people, 14 of which included his family. Months prior to his spree, he instructed his children to dig trenches that he later used to place his family in after their deaths. He turned himself in and never appealed his death sentence.",
182,todayilearned,"TIL The Cape Cod Canal opened in 1914. The 7 mile long waterway cuts across Cape Cod saving ships as much as 135 miles. The canal was dug to to allow seawater through, there are no locks.",
183,todayilearned,TIL 90% of Australians live within 100km of the ocean,
184,todayilearned,"TIL: Thomas Jefferson, who advocated for gradual emancipation, owned over 600 slaves and was pro-segregation",
185,todayilearned,"TIL director Sam Raimi credits Stephen King for enabling Evil Dead 2: Dead By Dawn (1987) to get made. King was so impressed with The Evil Dead (1983) that he wrote a glowing review of the movie in Twilight Zone Magazine, and lobbied producer Dino De Laurentiis for a sequel.",
186,todayilearned,"TIL In 1978, a man was sentenced to life in prison for forging an $88 check because he refused to accept a plea deal and had previously been convicted of two felonies. The Supreme Court upheld the decision.",
187,todayilearned,"TIL that during the occupation of Denmark in World War II, 7200 Jews, aided by local resistance fighters, escaped Nazi internment. Of the Jewish community living there, only 500 were captured, and only 51 did not survive.",
188,todayilearned,TIL a nearly worthless Mormon owned cow precipitated the start of the US war with the Lakota.,
189,todayilearned,"TIL there are miniature versions of several chicken breeds, which are usually one-fifth to one-quarter the size of the standard breed. These mini versions are called bantam chicken, after the Indonesian city of Bantam",
190,todayilearned,"TIL that the founder of the Spanish Communist Party, Andreu Nin Pérez, was tortured to death by the NKVD.",
191,todayilearned,TIL that scientists have developed a solution to help plants grow in otherwise infertile too salty soils,
192,todayilearned,"TIL a 24-year-old IT analyst managed to and was arrested for hacking into a public billboard and streaming a Japanese porn film which shocked motorists in Jakarta, Indonesia where access to online pornographic material is blocked",
193,todayilearned,"TIL the Bikini swimsuit was introduced by Louis Réard four days after the first nuclear device was detonated over the Bikini Atoll. Réard hoped that his swimsuit's revealing style would create an ""explosive commercial and cultural reaction"" similar to the social reaction the nuclear explosion.",
194,todayilearned,"TIL that Max Von Sydow provided the voice for 'Vigo the Carpathian', the possessed painting that served as the main antagonist in Ghostbusters II",
195,todayilearned,"TIL the Bramble Cay Melomys is among the first mammals to disappear because of failure to adapt in the modern era. Some time between 2009 and 2014 the last of this species died, probably drowning in a storm surge on an island off the coast of Australia where it had thrived for thousands of years.",
196,todayilearned,"TIL the only two surviving species of sloth aren’t closely related at all and most likely developed suspensorial behavior (hanging from trees) independently, an example of convergent evolution.",
197,todayilearned,"TIL of Enno I, Count of East Frisia (1460-1491). His sister eloped with a nobleman and ran off with the family jewels. Believing she had been kidnapped, he followed the pair to the nobleman's castle and tried to cross the frozen moat. His armor was too heavy; he fell through the ice and drowned.",
198,todayilearned,"TIL When Cambridge graduate &amp; visionary electronic composer Delia Derbyshire (who wrote the original Dr Who theme) applied for a position at Decca Records, she was told that they did not employ women in their recording studios.",
199,todayilearned,TIL that Series 2 of the British sitcom Dad's Army has three episodes and two Christmas specials missing. This was because the BBC wiped them and reused the video tape to save money and storage.,
200,todayilearned,TIL a woman burnt down the 5th oldest tree on earth while smoking meth,
201,todayilearned,TIL there is a type of deep-sea anglerfish in which the larger female absorbs the males to mate,
202,todayilearned,TIL of Hedviga Golik a Croatian woman who died in front of her television in her apartment in Zagreb in 1966 and was found 42 years later in 2008,
203,todayilearned,"TIL of Sybil Ludington. At 16, she rode twice as far as Paul Revere, 40 miles overnight, to warn of an impending British attack during the American Revolutionary War.",
204,todayilearned,TIL that NASA investigates giraffe blood system to improve suit for astronauts.,
205,todayilearned,TIL that after the overthrow of the indigenous monarchy Hawaii was a sovereign nation for 5 years,
206,todayilearned,TIL... The dumbo octopus looks like the Disney elephant and uses it's ear-like flaps to swim.,
207,todayilearned,TIL The daughter of President Richard Nixon married the grandson of President Eisenhower.,
208,todayilearned,TIL a US senator sent a complaint to Tinder that hackers can hack users by measuring the difference in transmission length between a left and right swipe. Match.com which owns Tinder fixed the issue and sent a response letter.,
209,todayilearned,"TIL about Exclusive and Inclusive Counting. In English-speaking countries Sunday is seven days from Sunday (Mon, Tue, Wed, etc.), we exclude the initial Sunday. In Romance languages Sunday is eight days from Sunday, the first Sunday is included in the counting.",
210,todayilearned,"TIL the first year basketball was played in the Olympics was during the 1936 Berlin games and was played outdoors on a dirt/clay court designed for tennis. During the gold medal game played between USA and Canada it rained 2"" and both teams only managed to score 8 points combined in the 2nd half.",
211,todayilearned,"TIL that in 1972, the Tutsi-dominated army and government of Burundi killed 100k-150k educated Hutus.",
212,todayilearned,"TIL John Lennon’s assassin, Mark Chapman had an alternative hit list and David Bowie was next.",
213,todayilearned,"TIL that barcodes (UPCs specifically), invented in 1949 by Norman Woodland &amp; Bernard Silver, are simply a set of lines broken into 7 unique spaces that represent 0-9, and identify a country of origin, a manufacturer, and an item.",
214,todayilearned,"TIL: In the 1920s, fashion-designer Coco Chanel accidentally got sunburnt while visiting the French Riviera, she returned home with a sun tan. Because of Coco’s status and the longing for her lifestyle by other members of society, tanned skin became seen as fashionable, healthy, and luxurious.",
215,todayilearned,TIL that there is a practice in China for reusing fatbergs from the sewers as cooking oil.,
216,todayilearned,"TIL in 1829, when pirates attacked a US ship, a man onboard managed to avoid their attention by dressing up as a priest. He put on black gown and a wide brimmed hat and stayed in his cabin. When the pirates found him, they made the sign of the cross and left. He was the only one not to be robbed.",
217,todayilearned,TIL that the music artist Prince had enough unreleased music written in his vault that he could make an album every year for the next century.,
218,todayilearned,"TIL The Paraguayan Fortress of Humaitá was known as the Gibraltar of South America. The security of the fortress likely caused overconfidence in President Francisco Solano López, who launched the Paraguayan War, which he lost, 150,000 Paraguayans died, and Humaitá was razed by the Triple Alliance.",
219,todayilearned,TIL The smallest whole number that is written with the letter - C is one - octillion. An octillion is a 1 followed by 27 zeros.,
220,todayilearned,"TIL About Nikola Petkov, a Bulgarian revolutionary who helped establish Bulgaria as a republic, only to be executed by its government after a show trial when he tried to preserve democracy",
221,todayilearned,TIL that United Cerebral Palsy publishes a Disability Etiquette guide.,
222,todayilearned,TIL that Demographic engineering was used by Georgians and Stalin to Take Over Abkhazia,
223,todayilearned,"TIL that ADHD often looks very different in females then it does in males. Contrary to the popular hyper and impulsive symptoms, the “Inattentive” type of ADD manifests as not being able to pay attention, daydreaming, lack of motivation, etc. Young girls and woman are often undiagnosed.",
224,todayilearned,"TIL of Tim Weah, a member of the US Men's National Soccer Team. His father is George Weah the president of Liberia and 1995 FIFA Player of the Year.",
225,todayilearned,"TIL Phil Collins took a supersonic jet to perform for Live Aid 1985 at Wembly Stadium and JFK Stadium on the same day. On the Concorde flight he ran into Cher, who had no idea about the concert. She attended the concert and can be seen performing as part of the concert's ""We Are the World"" finale.",
226,todayilearned,"TIL in 1973, a Marine pilot took a base helicopter and three crew members without permission to assist New Orleans police officers in fighting a mass shooter atop a downtown building. His actions saved countless lives, and he retired as a Lt General in 1990.",
227,todayilearned,"TIL that names like escalator, heroin, flip phone, and videotape where all once trademarked before they were genericized which is when a trademark becomes so important and synonymous with a type of product that it becomes a generic term",
228,todayilearned,TIL that Matt Stutzmann- a man without arms- holds the record in archery for the farthest accurate shot under FITA conditions. The shot is on 283.47 m (930.04 ft)!,
229,todayilearned,"TIL of Hershel Williams, a W. VA farm boy who earned the Medal of Honor for Valor at Iwo Jima, 75 years ago this month. He was the last man standing in his special weapons unit, wielding a flamethrower to clear out 7 Japanese fortified pill boxes. Now 96, he is one of the few WW2 MoH holders alive.",
230,todayilearned,"TIL Afghanistan produces 90% of the world's illicit heroin, and more than 95% of the Europe's supply.",
231,todayilearned,TIL one of the most lopsided college football games in history (Houston beat Tulsa 100-6) included county singer Larry Gatlin (Houston) and Dr. Phil (Tulsa).,
232,todayilearned,"TIL Ukrainian Trident/Tryzyb was also the Coat of Arms of the Viking ruling dynasty of Kiev Rus 1,000 years ago, and it is believed to mean a symbol of the Holy Trinity",
233,todayilearned,TIL Mike Tyson has a TV show where him and a team solve mysteries,
234,todayilearned,"TIL In the 1950s, Catholic Priest Gerald Fitzgerald proposed banishing all sexually predatory priests to a remote island for life",
235,todayilearned,"TIL Dance Poles have two different modes, spinning and static. In the spinning mode, the pole uses ball bearings to spin. THis mode can be used to complete more experienced pole moves, make moves easier and add a dramatic effect to the move.",
236,todayilearned,"TIL Not all wines are vegan or even vegetarian-friendly because of how the wine is clarified and a process called 'fining'. ... Traditionally the most commonly used fining agents were casein (a milk protein), albumin (egg whites), gelatin (animal protein) and isinglass (fish bladder).",
237,todayilearned,"TIL that in 1896, Irish-American inventor Patrick Cunningham sabotaged a town rally for presidential candidate William McKinley by firing his rocket-powered ""flying devil"" torpedo down the main street.",
238,todayilearned,TIL OJ Simpson has paid less than 1% of the $33.5 million civil judgment against him for the wrongful death of Ron Goldman,
239,todayilearned,"TIL That in Ruilson, Colarado in 1969 became a test site for nukes. In doing this the US tried to use this as a method to drill for natural gas. The only issue? It made it unsuitable for civilian use. A plague now stands there that was erected in 1976",
240,todayilearned,TIL The number of the beast was originally 616 instead of 666 in the oldest manuscript of the Revelation.,
241,todayilearned,TIL There is a a village in Hungary founded by Communist Greek refugees who left Greece after the civil war.,
242,todayilearned,"TIL the entire earth used to covered in ice, even the equator",
243,todayilearned,"TIL authors of the NUCLEAR WINTER hypothesis, Carl Sagan and Richard P. Turco, conceded to significantly scale back their theory after much criticism from specialized experts, including exaggerated numbers of dust and ash which wouldn't be the case from airburst nukes.",
244,todayilearned,"TIL about Anna Maria Luisa de' Medici, the last direct descendant of the House of Medici. Her most notable act was the ""Family Pact"". It gave all Medici art and treasure to the Tuscan state, provided it never left Florence. The collection can be seen today at the Uffizi Gallery in Florence.",
245,todayilearned,"TIL that viewing the Earth from outer space is purported to make you a more empathetic and amicable person, a phenomenon called the ""Overview effect""",
246,todayilearned,TIL dabbing is illegal in Saudi Arabia,
247,todayilearned,"TIL as a child, president Woodrow Wilson grew up in the South during the American Civil War. His oldest memory was of him playing in his yard at the age of three, when he heard a passerby announce in disgust that Abraham Lincoln had been elected and that a war was coming.",
248,todayilearned,"TIL Just five years after winning the first season of Hells Kitchen, Micheal Wray was divorced, had lost his daughter shortly after birth, was addicted to drugs and living under a freeway over pass in LA",
249,todayilearned,"TIL The Royal Bank of Canada is investing heavily in artificial intelligence, and now has more than 200 data scientists. It has identified a number of digital ""ecosystems"" where its clients live and work within which the bank believes it can play an ""integral role in the future""",
250,todayilearned,"TIL of William Walker, an American who wanted to add more slave states from Latin America. He invaded Mexico, failed after a year, invaded Nicaragua, surrendered to the US Navy after a year, tried to invade Nicaragua again, was arrested, then tried to invade Honduras and was finally executed.",
251,todayilearned,"TIL of Kenneth E. Stager, an ornithologist who personally shot and killed all 58 feral pigs on Clipperton Island to save the booby population",
252,todayilearned,TIL that humans and bananas share about 50% of the same DNA.,
253,todayilearned,"TIL During the Khmer Rouge regime, all aspects of Cambodian life including the cultural realm were devastated. Cambodia's National Museum, along with the rest of Phnom Penh, was evacuated and abandoned. The Museum closed and was found in disrepair, its roof rotten and home to a vast colony of bats",
254,todayilearned,TIL that the house of an 1800s Argentinian president has been completely encased in glass.,
255,todayilearned,TIL that actuaries and scientists have lower divorce rates than clergy,
256,todayilearned,TIL that Hell is a crater on the Moon carrying the name of ordained priest Max Hell,
257,todayilearned,"TIL in Renaissance Italy courtesans were known as cortigiana or ""courtier"". These women were well-educated more so than women of nobility &amp; simultaneously artists, dancers &amp; singers. These women were often treated as equals to women of nobility.",
258,todayilearned,"TIL: The creators of The Brady Bunch cast two sets of kids, each with all blond or all brown hair, and would pick the set that matched whomever they cast as Carol and Mike. So somewhere there are 3 brunette women and 3 blond men who were almost Marcia, Jan, Cindy, Greg, Peter, and Bobby",
259,todayilearned,TIL there are regional differences between Girl Scout cookies because they employ two different manufacturers,
260,todayilearned,"TIL about Ralph Lauren, the billionaire fashion mogul. His last name was Lifshitz but he changed it to Lauren when he was 16 because it had the word 'shit' in it and other children used to make fun of him.",
261,todayilearned,TIL there are more viruses than bacteria in our bodies. A study shows there are about 380 trillion viruses in one body.,
262,todayilearned,"TIL after his presidency, US Grant lost nearly every cent in a Ponzi scheme. Shortly after, he was diagnosed with terminal throat cancer. Pushing through the pain, and with the help of Mark Twain, Grant penned his autobiography in order to not leave his wife with no financial security.",
263,todayilearned,"TIL about beach theft, or the illegal removal of large quantities of sand from a beach leading to full or partial disappearance of the beach. In 2008 in Jamaica, someone stole approximately 500 truckloads of sand from a beach, effectively making it ""disappear"".",
264,todayilearned,TIL about American stunt woman Kitty O'Neil. She set the world record for the fastest quarter mile in a hydrogen peroxide powered car.,
265,todayilearned,"TIL that Hawaii's state bird, a goose known locally as the nēnē, was at one point down to a population of only 30 in the wild. After 60 years of conservation efforts to restore the population, the nēnē have rebounded and there are now roughly 2,800 birds roaming the islands.",
266,todayilearned,"TIL: in 2015 Queen Elizabeth visited the set of Game of Thrones and got a close look at the Iron Throne, but refused to take a seat because there's an old rule that says the Queen is not allowed to sit on a foreign throne.",
267,todayilearned,TIL Penguin poop will change Antarctica's ecosystem. Their nutrient rich poop can one day support plant and animals which currently can't survive in Antarctica.,
268,todayilearned,"TIL Marshall Mabey was a $1 a day NYC tunnel worker called ""Sandmen"". On Feb 19 he was working under the East River where the tunnel was pressurized to prevent cave ins. A crack in the ceiling vented Mabey up through the mud, the East River and 25 feet into the air. He lived and was uninjured.",
269,todayilearned,TIL in Japan you can rent a fake family or family members,
270,todayilearned,"TIL that during Rock Springs Massacre in 1885 a mob of white coal miners in Wyoming attacked Chinese miners, many of whom they burned alive. Others were “scalped, mutilated, branded, decapitated, dismembered, and hanged,” killing at least 28. Sixteen men were arrested, but none were indicted.",
271,todayilearned,"TIL that the popular sleep-aid Ambien has been shown to make paralyzed and brain-damaged people, who have been well past the point of recovery, spontaneously move and talk again because it can reconstruct neurons and make new connections in the brain.",
272,todayilearned,TIL that the variant of the word okay - “OK” - is derivative from Martin van Buren’s nickname “Old Kinderhook” and was popularised by his rallies for the 1836 US election,
273,todayilearned,"TIL the population of deer in US went from about 300,000 in 1890 to 30 million today. Reference: world elephant population 700 thousand. North American Canadian goose 5 million. World Giraffe 110,000.",
274,todayilearned,"TIL: AN Illinois judge issues 6 months jail time for ""loud and boisterous"" yawn... To the defendants cousin. He also jailed people who swore or if their phones went off in court...",
275,todayilearned,TIL that when theres a tie in voting for any government position(e.g. mayor) in the philippines they settle it with a coin flip.,
276,todayilearned,"TIL For every 200 million sperm in each human ejaculation, 2 million make it into the cervix, 1 million make it into the uterus, 10,000 make it to the top of the organ, 5,000 enter the uterotubal junction, 1000 enter the Fallopian tube, 200 reach the egg and only 1 enters the egg to fertilize it.",
277,todayilearned,"TIL that 17th century pirate Laurens de Graaf married a woman after she threatened to shoot him for insulting her. She had challenged him to a duel to avenge her dead husband. When he drew his sword, she drew her gun. Laurens said he couldn’t fight a woman and proposed to her out of admiration.",
278,todayilearned,TIL that US telecom companies are legally required to provide a backdoor to law enforcement for wiretapping,
279,todayilearned,TIL that in 1985 the US’s Delta force and Seal Team Six were surrounded (guns drawn) by the Italian Carabinieri after the US forced an airliner to land at an Italian NATO base. This stemmed from the hijacking of an Italian cruise ship and the killing of an American by members of the PLO days earlier,
280,todayilearned,"TIL that before Miguel de Cervantes wrote part one of Don Quixote at the age of 58, he lived in exile in Italy, fought in the battle of Lepanto where he lost the use of his left hand, was captured and ransomed by pirates, excommunicated by the church and was imprisoned for accounting irregularities.",
281,todayilearned,TIL Disney attempted to have Winnie the Pooh run for President that began in 1968. Pooh's Presidential campaign was held at Disneyland during the election year of 1972 and 1976 with Captain Hook trying to run against him.,
282,todayilearned,"TIL pilots dress as ship captains because the first long haul passenger airplanes used to be considered flying boats, since they landed on water.",
283,todayilearned,"TIL the Nazis ordered 2 Auschwitz prisoners to destroy thousands of inmate mugshot photographs as the camp was evacuated in 1945. The inmates recognized the importance of that evidence and sabotaged the furnace thus saving 38,916 photos.",
284,todayilearned,"TIL flying foxes, a.k.a. Pteropus, a.k.a megabats have oral sex in addition to intercourse, with fellatio and cunnilingus observed between opposite sexes, as well as homosexual fellatio in at least one species, the Bonin flying fox",
285,todayilearned,"TIL an inventory of the Imperial Palace of Rome, dated to the year 214 AD, lists 17 tons of opium",
286,todayilearned,TIL that deer are the deadliest animal in the United States.,
287,todayilearned,TIL Lula oil field in Brazil is considered to be the western hemisphere's largest oil discovery of the last 30 years.,
288,todayilearned,"TIL that Scientists have decoded the meaning of more than 1,500 honey bee ""waggle dances,"" which the insects use to communicate information about food sources.",
289,todayilearned,"TIL that from September 2012 to Jan 2016, US Soybean prices collapsed by 50%.",
290,todayilearned,"TIL that 19 players died playing football in 1905 and about to be banned by colleges until Teddy Roosevelt changed it making it safer and saved Football. Such as the forward pass, a neutral zone, prohibitions against brutal maneuvers like kneeing and punching opponents using locked hands.",
291,todayilearned,"TIL Van Lierde claims that in 1959 he encountered a giant snake in the Katanga region of the Belgian Congo while returning from a mission by helicopter.He describes the snake as being close to 50 feet in length, snake's head was 3 feet long and 2 feet wide, and that the jaws were of a triangular.",
292,todayilearned,"TIL A tankette is a tracked armoured fighting vehicle that resembles a small tank, roughly the size of a car. It is mainly intended for light infantry support and scouting. Some were so low that the occupant had to lie prone.",
293,todayilearned,TIL The U.S. Men’s Basketball team was 63-0 in Olympic History going into the finals of the 1972 Munich Olympic finals. The lost by one point to the Soviet team in one of the most controversial events in the Olympic history. The U.S. team never accepted their silver medals in protest.,
294,todayilearned,"TIL In 1950, Idaho's Department of Fish and Game dropped 76 beavers out of a plane using surplus WWII parachutes in an effort to relocate them to a state wilderness area",
295,todayilearned,"TIL the expression ""Negative Nancy"" was coined after a woman whose name wasn't even Nancy. The woman's actual name has been lost; it is believed that her name was changed to Nancy for the sake of alliteration.",
296,todayilearned,"TIL In the San Gabriel Valley, the city of San Marino was envisioned as the exclusive domain of the well-to-do from its inception. “San Marino was formed to … control the growth and activities of the city” so that “property values will be protected by stringent zoning regulations.”",
297,todayilearned,"TIL The Welsh Not was a piece of wood, inscribed with the letters “WN”, used in Welsh schools, that was hung around the neck of any child who spoke Welsh, who would pass it to a different child if they were heard speaking Welsh.By the end of the day, the wearer of the “not” would be given a lashing.",
298,todayilearned,TIL in the early 1920s a prostitute died at a drunken orgy hosted by President Warren Harding.,
299,todayilearned,"TIL, the Pole of Inaccessibility refers to the most distant point from the coastline of any given country or continent.",
300,todayilearned,TIL a 1947 Gallup poll revealed 45% of the US thought Hitler was still alive,
301,todayilearned,TIL Botum Sakor is the largest national park of Cambodia. Only very little on-location research has been done and published on the biodiversity of the area so far and no scientific investigation has ever been carried out for the remote interior of the park. The human population is unknown,
302,todayilearned,TIL of Paul Moran. A man from Northern Ireland who attempted to turn his faeces into gold. He subsequently caused more than £3000 in damages to his home due and was charged with arson.,
303,todayilearned,"TIL among the many adaptations of Jack London's book ""Call of the Wild,"" there's actually an anime movie called ""Call of the Wild: Howl, Buck,"" starring Bryan Cranston.",
304,todayilearned,"TIL Canada recycles just 9 per cent of its plastics with the rest dumped in landfill and incinerators or tossed away as litter, a new report shows.",
305,todayilearned,"TIL That Bald Eagle chicks develop a special egg tooth to help penetrate the interior membrane and exterior shell of an egg. They also have a ""hatching muscle,"" or complexus muscle, that swells in their neck to help them emerge into the world.",
306,todayilearned,"TIL that in 1990, a pilot was partially sucked out of his plane when the windscreen failed. The cabin crew couldn't pull him back in so he dangled outside the plane for 20 minutes until the copilot landed the plane. The pilot made a full recovery.",
307,todayilearned,"TIL of the microraptor gui, a four-winged feathered dinosaur that seemed to specialize in hunting birds.",
308,todayilearned,"TIL MacLean's magazine ranked Sir Mackenzie Bowell as Canada’s greatest bearded prime minister. It was polar bear white and somehow, despite being considerably wider than his face, a near-perfect half-circle",
309,todayilearned,"TIL Socrates left no written work, and all we know about him is what other people (specifically Plato) wrote about him",
310,todayilearned,"TIL Britain engaged in battle with France during Operation Catapult in 1940, in an attempt to seize warships before the Axis could. Nearly 1300 French service-members were killed.",
311,todayilearned,"TIL in 1986, a large male gorilla named Jambo stood between a five-year-old boy and the other gorillas in a protective gesture, after the boy fell into the gorilla exhibit and lost consciousness.",
312,todayilearned,"TIL Charlie Chaplin was one of the planned assassination targets during a May 15, 1932 coup attempt by Japanese naval officers. While the prime minister was killed at home, Chaplin survived as he was at a sumo event with the prime minister's son.",
313,todayilearned,"TIL that The Kid (1921), considered one of the greatest films of the silent era, still has a living cast member: Silas Hathaway, who portrayed the infant version of the title character.",
314,todayilearned,"TIL that on 18 february 1478, George Plantagenet -1st Duke of Clarence- was executed after revolting against his brother King Edward IV. Rumours soon spread he chose the method of execution himself: drowned in a butt of malmsey wine.",
315,todayilearned,"TIL a French activist named Aymeric Caron believes that people should let mosquitoes suck blood and not kill them. He aslo added "" It’s embarrassing for anti-specists who realise they are being attacked by a mother trying to nourish her future children""",
316,todayilearned,TIL that an $80M inheritance left to a dog (Gunther III) has grown to over $400M and left to his son Gunther IV,
317,todayilearned,"TIL, there are only 3 people in the United States still using iron lungs.",
318,todayilearned,"TIL The mile was originally 5000 feet, until Parliament changed it in 1592 to match up with eight furlongs.",
319,todayilearned,TIL James Chadwick (discovered the neutron) was a student of Rutherford (discovered the proton) who was a student of Thomson (discovered the electron),
320,todayilearned,"TIL Neanderthal artists made oldest-known cave paintings, 20,000 years before Homo sapiens arrived in that region.",
321,todayilearned,TIL ingesting random non-nutritious objects is a known disorder. studied and documented.,
322,todayilearned,"TIL that in 1979, a Burma ambassador in Sri Lanka murdered his wife before burning her body in his backyard- in front of spectators and the police. He tried to claim that it was territory belonging to Burma and that the police couldn’t enter. In the end he was removed by the Burma government.",
323,todayilearned,"TIL there was a southern fast food chain called Yogi Bear's Honey-Fried Chicken (and fiberglass statues of Yogi, Boo-Boo, Cindy, and Ranger Smith have been dumped into a ""graveyard"" behind a truck stop in North Carolina).",
324,todayilearned,TIL that we stepped on the Moon before inventing wheeled luggage,
325,todayilearned,"TIL Russia operated its southernmost North American settlement, Krepost Ross, in what is now Sanoma County, California from 1812 to 1842.",
326,todayilearned,"TIL that Chick-fil-A was originally founded as the Dwarf Grill in 1946, changing the name to 'Dwarf House' until rebranding as Chick-fil-A in 1967.",
327,todayilearned,"TIL that to avoid being conscripted by the Roman Army, some men would cut off their thumbs so that they couldn’t wield a sword. By the end of the fourth century, conscription avoidance was so widespread that Emperor Theodosius passed a law that forced the thumb-less to serve.",
328,todayilearned,"TIL: In 1958, Juan Manuel Fangio, 5 time Formula 1 Champion, was kidnapped at the Cuban Grand Prix by rebels. The rebels learnt that President Batista intended on murdering Fangio on release and blaming the kidnappers for political advantage. The kidnappers then became Fangio protectors.",
329,todayilearned,"TIL Thomas Jefferson for many years ""kept, as his concubine, one of his own slaves” named Sally Hemings.",
330,todayilearned,"TIL Harold Hardrada while serving as the commander of the Byzantine Varangian Guard, sent his treasures to Kiev to safekeep. Thus he was earning Kiev King’s trust and blessing to marry the King’s daughter. Harold and Elizabeth married and eventually became the King and Queen of Norway",
331,todayilearned,"TIL Hubei has the largest primary forests remaining in Central China and provides habitat for many rare animal species, such as the Chinese Giant Salamander, the Golden or Sichuan Snub-nosed Monkey, and the Asian Black Bear. From 1884 to 1889 more than 500 new species were recorded from the area",
332,todayilearned,"TIL ""The Deer Hunter"" in 1978 was the first film to use Oscars as a marketing tool. Being too depressing for the box office, it did screenings for film critics and Academy members. It gained nine nominations and won Best Picture, and then that was used to make it a commercial success.",
333,todayilearned,TIL The thresher shark uses its tail as a whip to stun its prey,
334,todayilearned,TIL Texas built a toll road with an 85 mph speed limit through a known feral hog route and had two vehicle-hog collisions in the first week the road was opened.,
335,todayilearned,"TIL there was a small town in West Sussex, UK that was targeted with a 3 Megaton nuke, again and again a Russian planner insisted it should be included because it was significant.",
336,todayilearned,"TIL that Hans Zimmer in 2012 composed and recorded a choral arrangement named ""Aurora"" as a response to the tragic shooting in Colorado during the premier of The Dark Knight Rises. All money raised from it was donated to the victims and their families.",
337,todayilearned,"TIL In 1969 the case Leary v. United States ruled that the Marihuana Tax Act required self-incrimination, thus violating the Fifth Amendment of Constitution. Congress responded in 1970 by replacing the Marihuana Tax Act with the new Controlled Substances Act and continuing the prohibition.",
338,todayilearned,"TIL Liechtenstein's flag was once identical to Haiti's, but Liechtenstein did not realize this until delegations from the two countries met at the 1936 Summer Olympics. Liechtenstein added a crown to their flag in 1937 in response.",
339,todayilearned,"TIL that during the Cold War, the US trained special forces infiltrators to sneak across lines by land, air, and sea to manually plant Special Atomic Demolition Munitions. These two-man ""Green Light"" teams would deploy with a 58lb nuclear bomb strapped to one's back for their near-suicidal mission.",
340,todayilearned,"TIL that, while the U.S. government pays for State dinners, the President pays for his own meals and snacks. The First Family is billed at the end of each month.",
341,todayilearned,"TIL the original theme song for the James Bond movie Thunderball was ""Mr Kiss Kiss Bang Bang"", sung by Tom Jones.",
342,todayilearned,"TIL Between 1949 and 1951, the US and the UK airlifted 49,000 Yemenite Jews to safety in Israel",
343,todayilearned,"TIL that in 1975, the Soviets fired the first and only ""space cannon"" from the Salyut-3 space station as a part of a project to test space defence against potential attacks. The gun is a modified version of the R-23 23-millimeter aircraft cannon that was designed for the TU-22 supersonic bomber.",
344,todayilearned,"TIL William Waldorf Astor built the first Waldorf Hotel where his home was once built. His cousin Colonel John Jacob ""Jack"" Astor IV built the adjoining Astor Hotel, and the complex became the Waldorf-Astoria Hotel. It was then demolished to make way for the Empire State Building.",
345,todayilearned,"TIL that the longest tennis match in history was played at Wimbledon in 2010. It was 11 hours and 5 minutes long, played over 3 days. The final set lasted 8 hours and 11 minutes-longer than the previous record. After, both players and the umpire were given a crystal bowl and champagne flutes.",
346,todayilearned,"TIL: When Cat Stevens girlfriend left him for Mick Jagger, he wrote Lady D'Arbanville, a song about lying his ex to rest, a song that is in-fact a melodic homage to The Rolling Stone' 'Lady Jane'",
347,todayilearned,"TIL, authors will write themselves into their own stories for various purposes. Stephen King wrote himself into the Dark Tower series after a near-fatal accident. (Stephen King in the book also suffers the same accident)",
348,todayilearned,"TIL that the National Orchestra of Wales used a ""sound box"" so deaf people can experience a concert. Through vibrations, it transmits music to people with their hands on it or even lying on top of it. One participant called it ""something none of us would ever have thought that we would experience.""",
349,todayilearned,"TIL when Marco Polo was imprisoned in Genoa when he met a romance writer, Rustichello da Pisa. He dictated his stories to his inmate describing travels through Asia between 1271 and 1295. He was not the first European to reach China, but the first to leave a detailed chronicle of his experience.",
350,todayilearned,"TIL Of a Danish company that mass produced child pornography in the 1970s: No one involved was ever charged with a crime, and the company still exists today.",
351,todayilearned,TIL Vikings believe the death ship Naglfar was built from the nails of the dead and so anyone who died with nails unpared provided ship-building material and hastened the inevitable end.,
352,todayilearned,TIL the U.S.A. installed nuclear powered undersea data cable taps to spy on the Soviet Union,
353,todayilearned,"TIL that in 1948 Babe Ruth, who was struggling with cancer at the time, met future president George H. W. Bush who at the time was the captain of Yale University's baseball team.",
354,todayilearned,"TIL The National Anthem is sung to the tune of an old drinking song called ""To Anacreon in Heaven""",
355,todayilearned,"TIL that the Battle of Taranto, with the British striking the battle fleet of the Regia Marina at anchor in the harbour of Taranto, ""augured the ascendancy of naval aviation over the big guns of battleships""",
